排名,sector_name,板块代码,最新价,涨跌额,pct_chg,总市值,换手率,up_count,down_count,lead_stock,领涨股票-涨跌幅,total_count,up_ratio
482,其他化学纤维,BK1415,3529.93,-167.72,-4.54,112704926000,5.18,0,8,蒙泰高新,-1.98,8,0.0
483,其他金属新材料,BK1619,4356.66,-210.06,-4.6,279314224000,4.38,1,20,隆达股份,7.2,21,0.048
484,金属新材料,BK1288,6740.17,-334.04,-4.72,503375136000,4.84,2,34,隆达股份,7.2,36,0.056
485,图片媒体,BK1297,3129.1,-155.36,-4.73,12981699000,4.43,0,1,视觉中国,-4.73,1,0.0
486,光伏加工设备,BK1317,7615.66,-391.76,-4.89,266513836000,3.3,0,11,欧普泰,-2.38,11,0.0
487,磁性材料,BK1618,6367.39,-327.58,-4.89,224060912000,5.38,1,14,铂科新材,0.8,15,0.067
488,航天装备Ⅲ,BK1385,5605.26,-288.85,-4.9,466500144000,3.36,1,8,中天火箭,1.81,9,0.111
489,航天装备Ⅱ,BK1232,5605.26,-288.85,-4.9,466500144000,3.36,1,8,中天火箭,1.81,9,0.111
490,钼,BK1623,1587.89,-85.66,-5.12,124999157000,2.87,0,2,盛龙股份,-4.96,2,0.0
491,氟化工,BK1424,16690.24,-941.81,-5.34,400329936000,7.38,0,10,巍华新材,-0.38,10,0.0
492,橡胶助剂,BK1443,5611.16,-318.44,-5.37,57431898000,5.86,0,2,阳谷华泰,-4.95,2,0.0
493,稀土,BK1626,10501.85,-638.5,-5.73,303833744000,3.57,0,4,北方稀土,-2.86,4,0.0
494,玻璃玻纤,BK0546,74979.59,-4876.77,-6.11,850370976000,4.97,0,17,耀皮Ｂ股,-0.3,17,0.0
495,钨,BK1625,10506.43,-915.86,-8.02,346559856000,6.39,0,4,厦门钨业,-5.38,4,0.0
496,玻纤制造,BK1462,19981.55,-1764.97,-8.12,790171760000,6.57,0,8,振石股份,-2.39,8,0.0
